name,summary,calories,protein,carbs,fat,meal_type,ingredients,instructions,servings,prep_time,cook_time,course,nutrition_details,proper_meal_type,dish_type,t2d_suitable,cvd_suitable,healthiness
garlic kale stir-fry,A diabetic-friendly recipe with a Pakistani twist.,137.0,3.0,10.0,8.0,unknown,"['1 unit 4 cups of kale', '1 unit 2 tablespoons avocado oil', '1 unit 2 small garlic cloves', '1 unit 2 tablespoons  pumpkin seeds', '1 unit salt and pepper', '1 unit lemon juice', '1 unit 3 tablespoons of water', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['heat the oil in a large pan. add the garlic and pumpkin seeds to the heated oil and lightly stir-fry until brown and toasted.', 'add the kale (or spinach) leaves to the oil and garlic.', 'stir-fry the greens and toss to coat well. add 1 – 2 tablespoons of water to assist in steaming the leaves.', 'cook down the greens till still bright in colour and soft', 'remove from the heat. season with salt and pepper and flavour with a bit of lemon juice and serve warm.']",4.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '1 g', 'Polyunsaturated Fat': '1.5 g', 'Monounsaturated Fat': '5 g', 'Trans Fat': '0 g', 'Cholesterol': '0 mg', 'Sodium': '50 mg', 'Potassium': '400 mg', 'Fiber': '2 g', 'Sugar': '2 g', 'Vitamin A': '200%', 'Vitamin C': '50%', 'Calcium': '5%', 'Iron': '10%'}",lunch,main,yes,yes,8
chargrilled coriander fish with green chilli and coconut,A diabetic-friendly recipe with a Pakistani twist.,309.0,35.0,12.0,18.0,unknown,"['1 unit 1 small red onion', '1 unit 1 teaspoon finely grated fresh ginger', '1 unit 1 teaspoon mustard seeds', '1 unit 1/4 cup shredded coconut', '1 unit 1 tomato', '1 unit 1 long fresh green chilli', '1 unit 1/4 cup chopped fresh coriander', '1 unit 1 tablespoon lime juice', '1 unit 4 (about 150g each) firm white fish fillets', '1 unit steamed green beans', '1 unit steamed asparagus', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['heat a frying pan over medium heat. spray with oil. stir in the onion for 5 minutes or until soft. stir in the ginger and mustard seeds for 30 seconds or until aromatic. stir in the coconut for 1-2 minutes or until light golden. transfer to a bowl. set aside to cool slightly. stir in the tomato, chilli, coriander, lime juice and sugar.', 'preheat a barbecue tawa or chartawa on high. spray the fish with oil. cook on tawa for 2-3 minutes each side or until golden and fish flakes easily when tested with a fork.', 'divide the steamed vegetables among plates. top with the fish and a spoonful of the coconut mixture.']",4.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '8 g', 'Polyunsaturated Fat': '4 g', 'Monounsaturated Fat': '6 g', 'Trans Fat': '0 g', 'Cholesterol': '60 mg', 'Sodium': '120 mg', 'Potassium': '400 mg', 'Fiber': '4 g', 'Sugar': '6 g', 'Vitamin A': '15%', 'Vitamin C': '20%', 'Calcium': '10%', 'Iron': '20%'}",dinner,main,maybe,maybe,7
tomato and balsamic pasta,A diabetic-friendly recipe with a Pakistani twist.,339.0,8.0,45.0,12.0,unknown,"['1 unit ¼ cup imli pulp plus 2 tablespoons ', '1 unit 2 tablespoons extra-virgin mustard oil', '1 unit ½ teaspoon salt', '1 unit ¼ teaspoon ground pepper', '1 unit 4 cups cherry tomatoes', '1 unit ½ cup thinly sliced white onion', '1 unit ⅓ cup chopped fresh basil or parsley', '1 unit 2 cups cooked whole wheat bow-tie pasta', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['whisk 1/4 cup vinegar, oil, salt and pepper in a large bowl. add tomatoes, onion and basil (or parsley); stir to combine.', 'refrigerate, stirring once or twice, for at least 1 hour. add pasta and the remaining 2 tablespoons vinegar and toss well to coat.']",4.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '1.5 g', 'Polyunsaturated Fat': '2.5 g', 'Monounsaturated Fat': '8 g', 'Trans Fat': '0 g', 'Cholesterol': '0 mg', 'Sodium': '100 mg', 'Potassium': '400 mg', 'Fiber': '6 g', 'Sugar': '8 g', 'Vitamin A': '20%', 'Vitamin C': '40%', 'Calcium': '4%', 'Iron': '10%'}",lunch,main,no,yes,6
spicy snow peas,A diabetic-friendly recipe with a Pakistani twist.,124.0,2.0,20.0,4.0,unknown,"['1 unit 4 cups snow peas', '1 unit 3 tablespoons low-sodium soy sauce', '1 unit 4 tablespoons rice vinegar', '1 unit 2 tablespoons brown sugar', '1 unit 1 tablespoon corn flour', '1 unit 1/2 teaspoon chinese five-spice powder', '1 unit 1 teaspoon sesame oil', '1 unit 1 garlic clove', '1 unit crushed red pepper', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['bring a large saucepan 3/4 full of water to a boil. add the peas, reduce heat and simmer for 2 minutes. drain the peas then plunge them into a bowl of ice water to stop the cooking. drain again thoroughly and set aside.', 'to prepare the sauce, combine the soy sauce, rice vinegar, brown sugar, corn flour and five-spice powder in a small bowl. stir until the cornstarch and seasonings have dissolved. in a large skillet, heat the sesame oil over medium heat.', 'stir in the garlic and peas. increase the heat to high, stirring frequently.', 'pour in the soy sauce mixture and cook until thickened, 1 to 2 minutes. sprinkle with crushed red pepper, if desired. serve immediately.']",4.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '0.5 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '2 g', 'Trans Fat': '0 g', 'Cholesterol': '0 mg', 'Sodium': '100 mg', 'Potassium': '250 mg', 'Fiber': '4 g', 'Sugar': '8 g', 'Vitamin A': '10%', 'Vitamin C': '40%', 'Calcium': '4%', 'Iron': '8%'}",side,side,maybe,yes,7
spicy red lentil balls,A diabetic-friendly recipe with a Pakistani twist.,344.0,15.0,40.0,12.0,unknown,"['1 unit 1 onion (finely chopped)', '1 unit 3 tablespoons oil', '1 unit 1 garlic clove (chopped)', '1 unit ½ cup red lentils', '1 unit 1 tablespoon curry powder', '1 unit 1 ½ cups water', '1 unit ¼ cup rolled oats', '1 unit 1 ½ tablespoons cake flour', '1 unit 2/3 cup coconut milk', '1 unit 1 teaspoon salt', '1 unit 1 ½ cups water', '1 unit 1 lime (juiced)', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['in a hot pan, add ½ the oil and fry the onion until translucent.', 'add the garlic, lentils, curry powder and oats. pour in the water and cook over low heat for 15-20 minutes. after all the liquid has evaporated, cool down and soak for 10 minutes.', 'make balls from the lentil dough. fry in a pan with oil for about 8 minutes. remove and keep warm.', 'in a saucepan, add the remaining oil to the pan, add the flour and sauté for 2 minutes.', 'add the coconut milk and stock water and allow to reduce slightly.', 'add the fried balls and finish with lime juice.']",4.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '8 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '3 g', 'Trans Fat': '0 g', 'Cholesterol': '0 mg', 'Sodium': '250 mg', 'Potassium': '400 mg', 'Fiber': '10 g', 'Sugar': '5 g', 'Vitamin A': '10%', 'Vitamin C': '20%', 'Calcium': '10%', 'Iron': '25%'}",dinner,main,maybe,no,6
lentil ragu,A diabetic-friendly recipe with a Pakistani twist.,442.0,22.0,60.0,18.0,unknown,"['1 unit 2 tablespoons mustard oil', '1 unit 1 onion', '1 unit 2 sticks celery', '1 unit 6 cloves whole garlic', '1 unit 1 whole red chillies', '1 unit 1 teaspoon dried oregano', '1 unit 1 bouquet garni', '1 unit 3 cups lentils', '1 unit 4 cups vegetable stock', '1 unit 2 tablespoons imli pulp', '1 unit salt and freshly ground black pepper', '1 unit 3 tablespoon italian parsley', '1 unit 120 g gorgonzola', '1 unit for the confit baby marrow:', '1 unit 12 baby marrows', '1 unit 2 bay leaves', '1 unit 1⁄2 cup mustard oil', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['heat the olive oil in a pan. add the onion and celery and cook over a medium heat until soft. add the garlic and chilies and cook for 1 minute.', 'add the oregano, bouquet garni, lentils and stock. simmer, covered, for 30 minutes or until the lentils are tender. add some water if too much liquid evaporates.', 'remove the bouquet garni. add the vinegar and season to taste.', 'to make the confit baby marrow, place the baby marrows and bay leaves in a pan and stir-fry until golden. add the oil, cover and simmer for 15 minutes.', 'serve the lentils with the baby marrow, parsley and gorgonzola. drizzle with olive oil.']",6.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '6 g', 'Polyunsaturated Fat': '4 g', 'Monounsaturated Fat': '8 g', 'Trans Fat': '0 g', 'Cholesterol': '20 mg', 'Sodium': '400 mg', 'Potassium': '1200 mg', 'Fiber': '10 g', 'Sugar': '8 g', 'Vitamin A': '15%', 'Vitamin C': '20%', 'Calcium': '10%', 'Iron': '25%'}",dinner,main,maybe,no,5
pumpkin caponata,A diabetic-friendly recipe with a Pakistani twist.,173.0,5.0,20.0,8.0,unknown,"['1 unit 3 tablespoons mustard oil', '1 unit 4 teaspoons red wine vinegar', '1 unit a few drops of hot pepper sauce', '1 unit 1/2 teaspoon sugar', '1 unit 1 1/2 cups pumpkin ', '1 unit 1 1/2 cups mushrooms', '1 unit 1 bell pepper', '1 unit 1 onion', '1 unit 3 italian tomatoes', '1 unit 2 garlic cloves', '1 unit 1/3 cup (80 ml) black olives', '1 unit 3 tablespoons capers', '1 unit salt and pepper to taste', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['preheat tandoor or handi to 200°c.  line a baking sheet with parchment paper.', 'in a large bowl, combine all ingredients, then spread on the baking sheet. bake for 30 to 35 minutes, stirring once during baking.']",4.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '1 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '6 g', 'Trans Fat': '0 g', 'Cholesterol': '0 mg', 'Sodium': '120 mg', 'Potassium': '400 mg', 'Fiber': '4 g', 'Sugar': '8 g', 'Vitamin A': '10%', 'Vitamin C': '40%', 'Calcium': '4%', 'Iron': '10%'}",side,side,maybe,yes,7
pumpkin baked oat bran,A diabetic-friendly recipe with a Pakistani twist.,317.0,6.0,40.0,16.0,unknown,"['1 unit 1 1/2 cups pumpkin puree', '1 unit 1/4 cup real maple syrup', '1 unit 3/4 cup coconut milk', '1 unit 1 egg', '1 unit 1 teaspoon vanilla essence', '1 unit 1 1/2 cups oat bran', '1 unit 1/4 cup almond flour', '1 unit 1 teaspoon baking powder', '1 unit 1 teaspoon pumpkin pie spice', '1 unit 1/2 teaspoon salt', '1 unit 200g pecan nuts', '1 unit for the maple malai cheese drizzle:', '1 unit 200g low fat malai cheese', '1 unit 2 tablespoons maple syrup', '1 unit 1/2 teaspoon vanilla essence', '1 unit 1/4 teaspoon pumpkin pie spice', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['preheat the tandoor or handi to 180°c. spray a 20 x 20 cm square baking pan with cooking spray.', 'in a medium mixing bowl, stir together the pumpkin, maple syrup, coconut milk, egg and vanilla until well mixed. stir in the remaining ingredients. spread the mixture evenly into the prepared pan.', 'bake for 30 – 35 minutes or until set in the middle and lightly browned.', 'while the oats are baking, stir together the maple cream cheese ingredients in a small bowl. drizzle with the maple cream cheese']",4.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '8 g', 'Polyunsaturated Fat': '4 g', 'Monounsaturated Fat': '4 g', 'Trans Fat': '0 g', 'Cholesterol': '60 mg', 'Sodium': '120 mg', 'Potassium': '400 mg', 'Fiber': '6 g', 'Sugar': '20 g', 'Vitamin A': '10%', 'Vitamin C': '4%', 'Calcium': '10%', 'Iron': '8%'}",breakfast,main,no,maybe,4
date and chocolate bites,A diabetic-friendly recipe with a Pakistani twist.,227.0,3.0,32.0,12.0,unknown,"['1 unit ½ x 80 g slab dark chocolate', '1 unit 1 tablespoon extra dark cocoa', '1 unit 3 tablespoons low-fat milk', '1 unit 1 teaspoon vanilla essence', '1 unit 1/2 cup pitted dates', '1 unit ¼ cup desiccated coconut', '1 unit ¼ cup walnuts (chopped and toasted)', '1 unit extra coconut and cocoa to decorate with', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['place chocolate in a glass bowl and melt over gently simmering water. make sure that the bowl does not touch the water.', 'mix cocoa with some of the milk to form a paste and mix with remaining milk and vanilla. stir some of the melted chocolate into the milk mixture until smooth. mix into the warm chocolate.', 'stir in dates, coconut and walnuts. place spoonfuls of the mixture onto baking paper and sprinkle with coconut or cocoa and allow to set.', 'alternatively allow to cool slightly and then roll into balls. roll balls into extra coconut or cocoa, if preferred. allow to cool in the fridge.', 'serve as a treat 1-2 balls as a treat.']",4.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '8 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '2 g', 'Trans Fat': '0 g', 'Cholesterol': '5 mg', 'Sodium': '50 mg', 'Potassium': '350 mg', 'Fiber': '4 g', 'Sugar': '20 g', 'Vitamin A': '10%', 'Vitamin C': '2%', 'Calcium': '4%', 'Iron': '10%'}",dessert,dessert,no,no,3
tabouleh with goats cheese,A diabetic-friendly recipe with a Pakistani twist.,339.0,15.0,40.0,12.0,unknown,"['1 unit ½ cup bulgur wheat', '1 unit salt and pepper', '1 unit 4 spring onions ((finely sliced)', '1 unit 3 tomatoes (finely chopped)', '1 unit 3 tablespoons chopped parsley', '1 unit 3 tablespoons chopped mint', '1 unit zest of 1 lemon', '1 unit 2 tablespoons of lemon juice', '1 unit 1 tablespoon mustard oil', '1 unit ¼ cup goats cheese', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['place the bulgur wheat in a saucepan and cover with water. season and bring to the boil.', 'simmer for 10-12 minutes until the liquid has evaporated. set aside to cool.', 'in a bowl, add the spring onions, tomatoes, parsley, mint and lemon zest and mix well.', 'mix in the bulgur wheat and drizzle with lemon juice and olive oil and toss.', ""serve with goat's cheese.""]",3.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '6 g', 'Polyunsaturated Fat': '2 g', 'Monounsaturated Fat': '4 g', 'Trans Fat': '0 g', 'Cholesterol': '20 mg', 'Sodium': '100 mg', 'Potassium': '400 mg', 'Fiber': '6 g', 'Sugar': '8 g', 'Vitamin A': '15%', 'Vitamin C': '40%', 'Calcium': '10%', 'Iron': '8%'}",lunch,main,maybe,maybe,6
calabacitas a la mexicana,A diabetic-friendly recipe with a Pakistani twist.,160.0,6.0,20.0,8.0,unknown,"['1 unit 1 tablespoon unsalted butter', '1 unit 1 tablespoon canola oil', '1 unit ½ medium white onion', '1 unit 1 teaspoon minced garlic', '1 unit 2 jalapeños', '1 unit 3 cups summer squash or zucchini', '1 unit 2 plum tomatoes', '1 unit 2 teaspoons dried oregano', '1 unit salt and freshly ground black pepper', '1 unit sour malai and feta cheese', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['heat the butter and oil in a large skillet over medium-low heat. add the onion and garlic and cook until fragrant and the onion is translucent about 6 minutes.', 'add the jalapeños, squash, tomatoes and 2 tablespoons water. stir in the oregano and 1 teaspoon each of salt and pepper. cover and cook, adding a couple more tablespoons of water about halfway through if the squash seems to be sticking to the bottom of the pan until the squash is tender, 17 to 20 minutes.', 'serve in a bowl with a dollop of sour cream and a sprinkle of crumbled feta cheese. top with more oregano if desired.']",4.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '2.5 g', 'Polyunsaturated Fat': '1.5 g', 'Monounsaturated Fat': '4 g', 'Trans Fat': '0 g', 'Cholesterol': '10 mg', 'Sodium': '100 mg', 'Potassium': '400 mg', 'Fiber': '4 g', 'Sugar': '6 g', 'Vitamin A': '15%', 'Vitamin C': '20%', 'Calcium': '10%', 'Iron': '8%'}",lunch,main,yes,yes,8
lettuce bun with chicken patty,A diabetic-friendly recipe with a Pakistani twist.,330.0,35.0,10.0,18.0,unknown,"['1 unit ¼ cup spinach', '1 unit ¼ cup peppadew', '1 unit 200g chicken mince', '1 unit 1 teaspoon garlic paste', '1 unit 1 teaspoon chili flakes', '1 unit 1 teaspoon salt', '1 unit 1 teaspoon black pepper', '1 unit 1 teaspoon mustard oil', '1 unit ½ small onion', '1 unit ½ teaspoon brown sugar', '1 unit 1 tablespoon vinegar', '1 unit 50g baby gem lettuce', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['mix spinach, peppadew and chicken mince together.', 'add garlic paste, chili flakes, salt and pepper and mix well.', 'divide mixture into 2 shaped patties and pan fry each patty on low heat.', 'heat the oil in a pan, add onion, sugar and vinegar and simmer for 5 minutes or until the liquid evaporates and the onion is golden brown and sticky.', 'make a burger using lettuce, patty and the caramelized onion, serve.']",2.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '4 g', 'Polyunsaturated Fat': '4 g', 'Monounsaturated Fat': '8 g', 'Trans Fat': '0 g', 'Cholesterol': '60 mg', 'Sodium': '250 mg', 'Potassium': '400 mg', 'Fiber': '4 g', 'Sugar': '5 g', 'Vitamin A': '20%', 'Vitamin C': '40%', 'Calcium': '4%', 'Iron': '15%'}",lunch,main,yes,maybe,8
chocolate mousse,A diabetic-friendly recipe with a Pakistani twist.,177.0,3.0,25.0,12.0,unknown,"['1 unit 1 ripe avocado', '1 unit 1 ripe banana', '1 unit 1 orange', '1 unit 3 tablespoons cocoa powder', '1 unit 2 teaspoons powdered brown sugar', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['cut the avo in half. remove the pip from the center and discard. remove   and discard the skin too.', 'in a food processor, add the avocado, banana and cocoa powder.', 'zest and juice the orange and add both to the food processor.', 'blend the mixture until completely smooth and dark chocolate brown.', 'you can remove the orange and replace with another flavour variation like cinnamon, lemon zest etc.']",4.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '2 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '8 g', 'Trans Fat': '0 g', 'Cholesterol': '0 mg', 'Sodium': '50 mg', 'Potassium': '450 mg', 'Fiber': '7 g', 'Sugar': '15 g', 'Vitamin A': '10%', 'Vitamin C': '20%', 'Calcium': '4%', 'Iron': '8%'}",dessert,dessert,maybe,yes,6
